disease,symptom,weight,info_gain
Acute COPD exacerbation / infection,shortness of breath or difficulty breathing in a significant way,0.747,10.3715
Acute COPD exacerbation / infection,work in agriculture,0.5834,1.3283
Acute COPD exacerbation / infection,e 214,0.9051,5.3032
Acute COPD exacerbation / infection,one or several flare ups of chronic obstructive pulmonary disease (copd) in the past year,0.7251,1.0223
Acute COPD exacerbation / infection,work in construction,0.5599,0.6045
Acute COPD exacerbation / infection,work in the mining sector,0.6301,0.7687
Guillain-Barré syndrome,e 204 - n,0.9665,3.0182
Guillain-Barré syndrome,shortness of breath or difficulty breathing in a significant way,0.6575,10.3715
Guillain-Barré syndrome,"currently, have any weakness/paralysis in one or more of your limbs or in your face",0.5879,1.2676
Guillain-Barré syndrome,feel weakness in both arms and/or both legs,0.743,1.8272
Guillain-Barré syndrome,e 157,0.6934,2.1519
Guillain-Barré syndrome,"currently, or did you ever, have numbness, loss of sensitivity or tingling anywhere on your body",0.5758,1.2013
Guillain-Barré syndrome,e 0,0.6892,2.881
Guillain-Barré syndrome,e 83,0.658,0.8395
Guillain-Barré syndrome,"numbness, loss of sensation or tingling in the feet",0.6092,0.7178
Guillain-Barré syndrome,"weakness or paralysis on one side of the face, which may still be present or completely resolved",0.566,0.618
Influenza,significantly increased sweating,0.6825,4.5145
Influenza,pain,1.0,20.388
Influenza,e 54 - sensitive,0.6801,8.6855
Influenza,e 54 - heavy,0.6784,6.7571
Influenza,feel pain - forehead,0.6813,5.9043
Influenza,feel pain - temple(l),0.0848,2.0817
Influenza,e 56 (4),0.1438,0.4581
Influenza,pain radiate to another location - nowhere,1.0,23.6038
Influenza,e 58 (3),0.1418,0.3954
Influenza,e 59 (3),0.1426,0.4815
Influenza,smoking,0.7482,11.0741
Influenza,fever (either felt or measured with a thermometer),0.8008,9.051
Influenza,sore throat,0.5422,3.3494
Influenza,cough,0.8207,12.413
Influenza,e 204 - n,0.9694,3.0182
Influenza,e 54 - exhausting,0.7151,5.0553
Influenza,feel pain - top of the head,0.6831,3.2727
Influenza,feel pain - temple(r),0.1541,2.7333
Influenza,e 56 (7),0.1437,0.5221
Influenza,e 58 (7),0.1422,0.4903
Influenza,e 59 (2),0.1437,0.4978
Influenza,"lesions, redness or problems on your skin that you believe are related to the condition you are consulting for",0.865,11.7506
Influenza,e 131 - n,1.0,13.3891
Influenza,e 132 (0),0.2783,2.5805
Influenza,e 134 (6),0.1221,0.0936
Influenza,e 135 - y,0.865,10.3408
Influenza,e 136 (0),0.2751,6.0007
Influenza,e 56 (5),0.1441,0.4589
Influenza,e 58 (2),0.1372,0.398
Influenza,e 59 (6),0.1396,0.4549
Influenza,chills or shivers,0.6572,1.7233
Influenza,e 130 - pink,0.865,6.8587
Influenza,e 132 (4),0.1481,0.2742
Influenza,e 133 - side of the neck(l),0.3941,0.3605
Influenza,e 134 (0),0.2576,2.6038
Influenza,e 135 - n,0.135,3.9451
Influenza,diffuse (widespread) muscle pain,0.6922,3.4885
Influenza,nasal congestion or a clear runny nose,0.6515,8.0171
Influenza,feel pain - occiput,0.4214,1.5068
Influenza,e 58 (5),0.1448,0.4049
Influenza,e 59 (4),0.142,0.4853
Influenza,e 58 (4),0.1444,0.3967
Influenza,e 56 (6),0.1393,0.4696
Influenza,e 59 (1),0.1461,0.5038
Influenza,feel pain - pharynx,0.2721,3.4434
Influenza,immunosuppressed,0.5715,2.1992
Influenza,feel so tired that you are unable to do your usual activities or are you stuck in your bed all day long,0.7766,2.627
Influenza,e 56 (2),0.1451,0.466
Influenza,e 58 (8),0.1448,0.515
Influenza,e 59 (0),0.1427,0.751
Influenza,e 56 (3),0.1422,0.4716
Influenza,e 133 - back of the neck,0.3959,2.264
Influenza,e 134 (3),0.1264,0.3726
Influenza,e 56 (8),0.1419,0.5473
Influenza,e 59 (5),0.1432,0.464
Influenza,e 58 (6),0.1449,0.4249
Influenza,e 134 (1),0.1247,0.3469
Influenza,feel pain - back of the neck,0.6838,3.3589
Influenza,e 132 (3),0.1431,0.3118
Influenza,e 136 (3),0.1468,0.2137
Influenza,get full more quickly then usually,0.6065,2.8867
Influenza,feel pain - back of head,0.6827,2.8334
Influenza,e 130 - na,0.135,2.1071
Influenza,e 133 - nowhere,0.135,2.1071
Influenza,e 134 (2),0.1231,0.3626
Influenza,e 136 (2),0.1446,0.2122
Influenza,feel pain - side of the neck(r),0.6784,1.418
Influenza,feel pain - side of the neck(l),0.582,0.8311
Influenza,e 133 - side of the neck(r),0.3978,0.3783
Influenza,e 133 - forehead,0.3919,0.2916
Influenza,e 132 (5),0.1428,0.1574
Influenza,e 136 (4),0.1414,0.1159
Influenza,e 132 (1),0.1442,0.3125
Influenza,e 132 (2),0.1434,0.3118
Influenza,e 134 (5),0.1236,0.141
Influenza,e 134 (4),0.1225,0.1274
Influenza,e 136 (1),0.1455,0.2172
Influenza,e 136 (5),0.1465,0.0854
Pulmonary embolism,pain,1.0,20.388
Pulmonary embolism,e 54 - sensitive,0.5156,8.6855
Pulmonary embolism,e 56 (4),0.1001,0.4581
Pulmonary embolism,e 58 (3),0.1137,0.3954
Pulmonary embolism,e 59 (3),0.0933,0.4815
Pulmonary embolism,e 204 - n,0.2961,3.0182
Pulmonary embolism,e 56 (7),0.0981,0.5221
Pulmonary embolism,e 58 (7),0.111,0.4903
Pulmonary embolism,e 59 (2),0.0927,0.4978
Pulmonary embolism,e 54 - a knife stroke,0.766,9.5684
Pulmonary embolism,e 54 - sharp,0.7313,10.1932
Pulmonary embolism,feel pain - side of the chest(r),0.7282,5.4358
Pulmonary embolism,feel pain - side of the chest(l),0.7319,4.7443
Pulmonary embolism,feel pain - posterior chest wall(r),0.729,3.7359
Pulmonary embolism,feel pain - posterior chest wall(l),0.5819,3.3986
Pulmonary embolism,e 56 (5),0.1026,0.4589
Pulmonary embolism,e 58 (2),0.1112,0.398
Pulmonary embolism,e 59 (6),0.0891,0.4549
Pulmonary embolism,e 58 (5),0.1089,0.4049
Pulmonary embolism,e 59 (4),0.0893,0.4853
Pulmonary embolism,e 58 (4),0.1107,0.3967
Pulmonary embolism,e 56 (6),0.1022,0.4696
Pulmonary embolism,e 59 (1),0.0914,0.5038
Pulmonary embolism,e 58 (9),0.11,0.4141
Pulmonary embolism,e 56 (1),0.0987,0.3478
Pulmonary embolism,e 56 (2),0.0991,0.466
Pulmonary embolism,e 58 (8),0.1134,0.515
Pulmonary embolism,e 59 (0),0.09,0.751
Pulmonary embolism,shortness of breath or difficulty breathing in a significant way,0.7199,10.3715
Pulmonary embolism,e 204 - north america,0.7039,0.9775
Pulmonary embolism,e 58 (10),0.109,0.4175
Pulmonary embolism,e 59 (9),0.0905,0.4846
Pulmonary embolism,e 56 (3),0.0983,0.4716
Pulmonary embolism,swelling in one or more areas of your body,0.894,6.9475
Pulmonary embolism,e 159,0.6695,1.5328
Pulmonary embolism,e 45,0.6297,4.6275
Pulmonary embolism,feel pain - upper chest,0.1067,5.3575
Pulmonary embolism,feel pain - breast(r),0.3788,6.0427
Pulmonary embolism,feel pain - breast(l),0.2085,5.5486
Pulmonary embolism,e 56 (8),0.1009,0.5473
Pulmonary embolism,e 59 (8),0.093,0.5129
Pulmonary embolism,pain that is increased when you breathe in deeply,0.7195,5.5419
Pulmonary embolism,e 56 (9),0.101,0.5211
Pulmonary embolism,e 59 (5),0.0894,0.464
Pulmonary embolism,e 152 - calf(l),0.4267,1.1865
Pulmonary embolism,e 58 (6),0.1121,0.4249
Pulmonary embolism,e 56 (10),0.099,0.4343
Pulmonary embolism,pain radiate to another location - scapula(r),0.7296,2.4264
Pulmonary embolism,pain radiate to another location - scapula(l),0.7269,2.3345
Pulmonary embolism,feel pain - scapula(r),0.7278,1.03
Pulmonary embolism,e 59 (10),0.0913,0.409
Pulmonary embolism,e 152 - nowhere,0.106,1.9699
Pulmonary embolism,e 109,0.6603,1.4346
Pulmonary embolism,pain radiate to another location - posterior chest wall(l),0.5814,2.6001
Pulmonary embolism,e 152 - calf(r),0.4321,1.2051
Pulmonary embolism,active cancer,0.6749,0.8838
Pulmonary embolism,feel pain - scapula(l),0.7253,1.0229
Pulmonary embolism,pain radiate to another location - side of the chest(r),0.7267,1.0269
Pulmonary embolism,pain radiate to another location - side of the chest(l),0.7305,1.0378
Pulmonary embolism,pain radiate to another location - breast(r),0.3732,0.2637
Pulmonary embolism,e 110,0.6111,0.7223
Pulmonary embolism,e 152 - posterior aspect of the ankle(r),0.4274,0.3483
Pulmonary embolism,surgery within the last month,0.953,2.2138
Pulmonary embolism,pain radiate to another location - upper chest,0.1056,1.0892
Pulmonary embolism,e 59 (7),0.0901,0.5638
Pulmonary embolism,pain radiate to another location - posterior chest wall(r),0.7322,2.9546
Pulmonary embolism,e 152 - posterior aspect of the ankle(l),0.4254,0.345
Pulmonary embolism,currently take hormones,0.2955,0.163
Pulmonary embolism,pain radiate to another location - breast(l),0.21,0.08
Stable angina,pain,1.0,20.388
Stable angina,e 54 - heavy,0.684,6.7571
Stable angina,e 56 (4),0.141,0.4581
Stable angina,e 58 (3),0.1403,0.3954
Stable angina,e 59 (3),0.1433,0.4815
Stable angina,smoking,0.7146,11.0741
Stable angina,e 204 - n,0.9701,3.0182
Stable angina,e 54 - exhausting,0.7116,5.0553
Stable angina,e 56 (7),0.1376,0.5221
Stable angina,e 58 (7),0.1457,0.4903
Stable angina,feel pain - lower chest,0.6882,6.3707
Stable angina,feel pain - side of the chest(r),0.4973,5.4358
Stable angina,feel pain - side of the chest(l),0.4069,4.7443
Stable angina,e 56 (5),0.1488,0.4589
Stable angina,e 58 (2),0.1471,0.398
Stable angina,e 59 (6),0.1443,0.4549
Stable angina,addiction to alcohol,0.6269,6.2613
Stable angina,e 58 (5),0.1422,0.4049
Stable angina,e 59 (4),0.139,0.4853
Stable angina,e 58 (4),0.1417,0.3967
Stable angina,e 56 (6),0.1401,0.4696
Stable angina,feel pain - thyroid cartilage,0.1132,1.7192
Stable angina,e 58 (8),0.1407,0.515
Stable angina,shortness of breath or difficulty breathing in a significant way,0.6103,10.3715
Stable angina,diabetes,0.7633,5.5862
Stable angina,significantly overweight compared to people of the same height as you,0.7265,5.8498
Stable angina,high blood pressure or do you take medications to treat high blood pressure,0.6772,5.0569
Stable angina,angina (chest pain),0.8185,5.4348
Stable angina,symptoms that are increased with physical exertion but alleviated with rest,0.84,5.004
Stable angina,e 59 (9),0.1449,0.4846
Stable angina,feel pain - epigastric,0.6384,5.699
Stable angina,e 56 (3),0.1446,0.4716
Stable angina,feel pain - upper chest,0.6356,5.3575
Stable angina,feel pain - breast(r),0.6375,6.0427
Stable angina,feel pain - breast(l),0.6376,5.5486
Stable angina,e 56 (8),0.1428,0.5473
Stable angina,e 59 (8),0.1418,0.5129
Stable angina,e 56 (9),0.1451,0.5211
Stable angina,e 54 - tedious,0.6886,5.599
Stable angina,pain radiate to another location - biceps(l),0.6848,3.3038
Stable angina,pain radiate to another location - triceps(r),0.1508,0.2418
Stable angina,pain radiate to another location - triceps(l),0.0793,0.1126
Stable angina,pain radiate to another location - shoulder(r),0.693,3.3027
Stable angina,pain radiate to another location - shoulder(l),0.5768,2.2908
Stable angina,e 59 (5),0.1407,0.464
Stable angina,e 58 (6),0.1424,0.4249
Stable angina,pain radiate to another location - thoracic spine,0.6874,5.2286
Stable angina,non-restful sleep,0.5411,4.2598
Stable angina,feel pain - shoulder(l),0.0615,0.8506
Stable angina,pain radiate to another location - thyroid cartilage,0.6873,2.8833
Stable angina,pain radiate to another location - under the jaw,0.4154,0.8244
Stable angina,pain radiate to another location - trachea,0.2634,0.2748
Stable angina,close family members who had a cardiovascular disease problem before the age of 50,0.7691,2.8628
Stable angina,pain radiate to another location - biceps(r),0.6867,3.314
Stable angina,feel pain - shoulder(r),0.0746,0.911
Stable angina,high cholesterol or do you take medications to treat high cholesterol,0.7047,2.9053
Stable angina,e 59 (7),0.1461,0.5638
Stable angina,feel pain - biceps(l),0.1342,0.0685
Stable angina,feel pain - thoracic spine,0.0886,0.0238
Stable angina,"exercise regularly, 4 times per week or more",0.6559,1.6341
Stable angina,feel pain - biceps(r),0.1653,0.111
Pericarditis,pain,1.0,20.388
Pericarditis,e 56 (4),0.1439,0.4581
Pericarditis,e 58 (3),0.1439,0.3954
Pericarditis,e 59 (3),0.1425,0.4815
Pericarditis,e 204 - n,0.9722,3.0182
Pericarditis,e 56 (7),0.1458,0.5221
Pericarditis,e 58 (7),0.1386,0.4903
Pericarditis,e 54 - a knife stroke,0.8099,9.5684
Pericarditis,e 54 - sharp,0.7544,10.1932
Pericarditis,feel pain - lower chest,0.7613,6.3707
Pericarditis,e 56 (5),0.1414,0.4589
Pericarditis,e 58 (2),0.1433,0.398
Pericarditis,e 59 (6),0.142,0.4549
Pericarditis,e 58 (5),0.1456,0.4049
Pericarditis,e 59 (4),0.1427,0.4853
Pericarditis,e 58 (4),0.1437,0.3967
Pericarditis,e 56 (6),0.143,0.4696
Pericarditis,e 58 (8),0.1417,0.515
Pericarditis,shortness of breath or difficulty breathing in a significant way,0.6302,10.3715
Pericarditis,"feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations",0.5586,5.1248
Pericarditis,e 59 (9),0.1405,0.4846
Pericarditis,feel pain - epigastric,0.4736,5.699
Pericarditis,feel pain - upper chest,0.7078,5.3575
Pericarditis,feel pain - breast(r),0.7062,6.0427
Pericarditis,feel pain - breast(l),0.7068,5.5486
Pericarditis,e 56 (8),0.1407,0.5473
Pericarditis,e 59 (8),0.1429,0.5129
Pericarditis,pain that is increased when you breathe in deeply,0.6957,5.5419
Pericarditis,e 56 (9),0.1434,0.5211
Pericarditis,e 59 (5),0.1447,0.464
Pericarditis,e 217,0.7124,3.4495
Pericarditis,e 58 (6),0.1432,0.4249
Pericarditis,e 56 (10),0.1417,0.4343
Pericarditis,pain radiate to another location - thoracic spine,0.7458,5.2286
Pericarditis,e 3,0.8369,2.0347
Pericarditis,pain radiate to another location - posterior chest wall(l),0.7512,2.6001
Pericarditis,e 0,0.7491,2.881
Pericarditis,e 59 (7),0.1446,0.5638
Pericarditis,pain radiate to another location - posterior chest wall(r),0.7471,2.9546
Acute rhinosinusitis,pain,1.0,20.388
Acute rhinosinusitis,feel pain - forehead,0.7662,5.9043
Acute rhinosinusitis,feel pain - cheek(r),0.7428,3.6361
Acute rhinosinusitis,e 56 (4),0.1423,0.4581
Acute rhinosinusitis,e 58 (3),0.147,0.3954
Acute rhinosinusitis,e 59 (3),0.1456,0.4815
Acute rhinosinusitis,smoking,0.7123,11.0741
Acute rhinosinusitis,fever (either felt or measured with a thermometer),0.3528,9.051
Acute rhinosinusitis,cough,0.7742,12.413
Acute rhinosinusitis,e 204 - n,0.9723,3.0182
Acute rhinosinusitis,e 56 (7),0.1453,0.5221
Acute rhinosinusitis,e 58 (7),0.141,0.4903
Acute rhinosinusitis,e 59 (2),0.1406,0.4978
Acute rhinosinusitis,e 54 - sharp,0.7424,10.1932
Acute rhinosinusitis,e 56 (5),0.142,0.4589
Acute rhinosinusitis,e 58 (2),0.141,0.398
Acute rhinosinusitis,e 59 (6),0.1373,0.4549
Acute rhinosinusitis,e 118,0.7218,3.7898
Acute rhinosinusitis,asthma or have you ever had to use a bronchodilator in the past,0.8743,8.2922
Acute rhinosinusitis,nasal congestion or a clear runny nose,0.3228,8.0171
Acute rhinosinusitis,feel pain - cheek(l),0.7501,3.6301
Acute rhinosinusitis,e 58 (5),0.1404,0.4049
Acute rhinosinusitis,e 59 (4),0.1455,0.4853
Acute rhinosinusitis,e 58 (4),0.1426,0.3967
Acute rhinosinusitis,e 54 - burning,0.81,7.083
Acute rhinosinusitis,feel pain - nose,0.7446,2.1021
Acute rhinosinusitis,feel pain - eye(r),0.5716,2.2954
Acute rhinosinusitis,e 56 (6),0.1439,0.4696
Acute rhinosinusitis,pain radiate to another location - forehead,0.7505,1.8342
Acute rhinosinusitis,pain radiate to another location - nose,0.7399,1.821
Acute rhinosinusitis,pain radiate to another location - temple(r),0.7427,1.8163
Acute rhinosinusitis,pain radiate to another location - temple(l),0.7476,1.8358
Acute rhinosinusitis,e 59 (1),0.1447,0.5038
Acute rhinosinusitis,e 103,0.742,2.4083
Acute rhinosinusitis,cold in the last 2 weeks,0.6208,3.7424
Acute rhinosinusitis,polyps in your nose,0.9128,3.1761
Acute rhinosinusitis,deviated nasal septum,0.6897,1.796
Acute rhinosinusitis,e 125,0.6869,3.5721
Acute rhinosinusitis,greenish or yellowish nasal discharge,0.8102,2.1005
Acute rhinosinusitis,more likely to develop common allergies than the general population,0.8067,5.018
Acute rhinosinusitis,e 56 (2),0.1373,0.466
Acute rhinosinusitis,e 58 (8),0.1421,0.515
Acute rhinosinusitis,e 59 (0),0.1474,0.751
Acute rhinosinusitis,feel pain - eye(l),0.3512,1.5452
Acute rhinosinusitis,e 56 (3),0.1428,0.4716
Acute rhinosinusitis,e 56 (8),0.1464,0.5473
Acute rhinosinusitis,e 59 (5),0.1389,0.464
Acute rhinosinusitis,e 58 (6),0.1459,0.4249
Acute rhinosinusitis,e 209,0.4954,4.1077
Acute rhinosinusitis,feel pain - mouth,0.7412,2.0889
Acute rhinosinusitis,pain radiate to another location - back of head,0.741,1.8175
Whooping cough,e 204 - n,0.8927,3.0182
Whooping cough,asthma or have you ever had to use a bronchodilator in the past,0.5675,8.2922
Whooping cough,significantly overweight compared to people of the same height as you,0.5075,5.8498
Whooping cough,e 204 - north america,0.1073,0.9775
Whooping cough,e 209,0.9234,4.1077
Whooping cough,intense coughing fits,0.6298,2.8522
Whooping cough,e 40,0.6565,0.8356
Whooping cough,e 166,0.977,1.8694
Whooping cough,wheeze while inhaling or is your breathing noisy after coughing spells,0.5746,0.6373
Myocarditis,pain,0.9938,20.388
Myocarditis,e 54 - sensitive,0.5646,8.6855
Myocarditis,e 56 (4),0.1395,0.4581
Myocarditis,pain radiate to another location - nowhere,1.0,23.6038
Myocarditis,e 58 (3),0.1442,0.3954
Myocarditis,e 59 (3),0.1677,0.4815
Myocarditis,e 204 - n,0.9685,3.0182
Myocarditis,e 56 (7),0.144,0.5221
Myocarditis,e 58 (7),0.1442,0.4903
Myocarditis,e 59 (2),0.1632,0.4978
Myocarditis,e 54 - a knife stroke,0.7565,9.5684
Myocarditis,feel pain - lower chest,0.5697,6.3707
Myocarditis,feel pain - side of the chest(r),0.5678,5.4358
Myocarditis,feel pain - side of the chest(l),0.5737,4.7443
Myocarditis,e 56 (5),0.1461,0.4589
Myocarditis,e 58 (2),0.1442,0.398
Myocarditis,e 175,0.5836,2.9676
Myocarditis,e 58 (5),0.138,0.4049
Myocarditis,e 59 (4),0.1656,0.4853
Myocarditis,e 58 (4),0.1384,0.3967
Myocarditis,e 56 (6),0.1394,0.4696
Myocarditis,e 59 (1),0.1669,0.5038
Myocarditis,e 56 (2),0.1471,0.466
Myocarditis,e 59 (0),0.1727,0.751
Myocarditis,shortness of breath or difficulty breathing in a significant way,0.7667,10.3715
Myocarditis,"feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations",0.5348,5.1248
Myocarditis,symptoms that are increased with physical exertion but alleviated with rest,0.6449,5.004
Myocarditis,e 56 (3),0.1376,0.4716
Myocarditis,feel pain - upper chest,0.5342,5.3575
Myocarditis,feel pain - breast(r),0.5815,6.0427
Myocarditis,feel pain - breast(l),0.576,5.5486
Myocarditis,e 56 (8),0.14,0.5473
Myocarditis,e 58 (1),0.1429,0.2877
Myocarditis,e 59 (5),0.1639,0.464
Myocarditis,e 217,0.6273,3.4495
Myocarditis,e 58 (6),0.142,0.4249
Myocarditis,e 0,0.7143,2.881
Myocarditis,feel out of breath with minimal physical effort,0.6041,0.7056
Acute dystonic reactions,e 204 - n,0.9684,3.0182
Acute dystonic reactions,shortness of breath or difficulty breathing in a significant way,0.5934,10.3715
Acute dystonic reactions,hard time opening/raising one or both eyelids,0.5937,1.709
Acute dystonic reactions,regularly take stimulant drugs,0.7079,2.5202
Acute dystonic reactions,e 15,0.7058,0.9679
Acute dystonic reactions,e 128,0.5952,0.6846
Acute dystonic reactions,e 147,0.7048,0.9651
Acute dystonic reactions,unable to control the direction of your eyes,0.5933,0.6802
Acute dystonic reactions,feel that muscle spasms or soreness in your neck are keeping you from turning your head to one side,0.6575,0.8382
Acute dystonic reactions,"annoying muscle spasms in your face, neck or any other part of your body",0.6639,0.8548
Acute dystonic reactions,suddenly have difficulty or an inability to open your mouth or have jaw pain when opening it,0.6589,0.8418
Acute dystonic reactions,trouble keeping your tongue in your mouth,0.6619,0.8496
Pulmonary neoplasm,pain,0.8531,20.388
Pulmonary neoplasm,e 54 - sensitive,0.5091,8.6855
Pulmonary neoplasm,e 56 (4),0.1438,0.4581
Pulmonary neoplasm,pain radiate to another location - nowhere,1.0,23.6038
Pulmonary neoplasm,e 58 (3),0.1206,0.3954
Pulmonary neoplasm,e 59 (3),0.1405,0.4815
Pulmonary neoplasm,smoking,0.9359,11.0741
Pulmonary neoplasm,cough,0.7116,12.413
Pulmonary neoplasm,e 204 - n,0.9716,3.0182
Pulmonary neoplasm,exposed to secondhand cigarette smoke on a daily basis,0.7834,3.0379
Pulmonary neoplasm,e 54 - exhausting,0.5094,5.0553
Pulmonary neoplasm,e 59 (2),0.1402,0.4978
Pulmonary neoplasm,involuntary weight loss over the last 3 months,0.7961,3.2873
Pulmonary neoplasm,e 54 - a knife stroke,0.5664,9.5684
Pulmonary neoplasm,feel pain - posterior chest wall(r),0.6129,3.7359
Pulmonary neoplasm,feel pain - posterior chest wall(l),0.6096,3.3986
Pulmonary neoplasm,e 56 (5),0.1438,0.4589
Pulmonary neoplasm,e 58 (2),0.1245,0.398
Pulmonary neoplasm,e 58 (5),0.1226,0.4049
Pulmonary neoplasm,e 59 (4),0.1453,0.4853
Pulmonary neoplasm,e 58 (4),0.1218,0.3967
Pulmonary neoplasm,e 56 (6),0.1456,0.4696
Pulmonary neoplasm,e 59 (1),0.148,0.5038
Pulmonary neoplasm,e 56 (1),0.1404,0.3478
Pulmonary neoplasm,e 56 (2),0.1403,0.466
Pulmonary neoplasm,e 59 (0),0.2863,0.751
Pulmonary neoplasm,shortness of breath or difficulty breathing in a significant way,0.8192,10.3715
Pulmonary neoplasm,e 56 (3),0.1393,0.4716
Pulmonary neoplasm,e 45,0.8572,4.6275
Pulmonary neoplasm,e 58 (1),0.1193,0.2877
Pulmonary neoplasm,e 59 (5),0.1397,0.464
Pulmonary neoplasm,e 58 (6),0.1228,0.4249
Pulmonary neoplasm,non-restful sleep,0.6022,4.2598
Pulmonary neoplasm,get full more quickly then usually,0.6069,2.8867
Pulmonary neoplasm,former smoker,0.8012,1.8876
Pulmonary neoplasm,e 58 (0),0.2684,0.4857
Pulmonary neoplasm,family members who have had lung cancer,0.6631,0.8527
Pulmonary neoplasm,e 54 - na,0.1469,0.2583
Pulmonary neoplasm,feel pain - nowhere,0.1469,0.2583
Pulmonary neoplasm,e 56 (0),0.1469,0.2583
Acute otitis media,pain,0.9982,20.388
Acute otitis media,e 54 - sensitive,0.8163,8.6855
Acute otitis media,e 56 (4),0.1427,0.4581
Acute otitis media,pain radiate to another location - nowhere,1.0,23.6038
Acute otitis media,e 59 (3),0.1408,0.4815
Acute otitis media,fever (either felt or measured with a thermometer),0.5662,9.051
Acute otitis media,cough,0.5263,12.413
Acute otitis media,e 204 - n,0.9701,3.0182
Acute otitis media,e 56 (7),0.1453,0.5221
Acute otitis media,e 58 (7),0.1992,0.4903
Acute otitis media,e 59 (2),0.1482,0.4978
Acute otitis media,e 54 - sharp,0.7474,10.1932
Acute otitis media,e 56 (5),0.142,0.4589
Acute otitis media,e 59 (6),0.1419,0.4549
Acute otitis media,nasal congestion or a clear runny nose,0.605,8.0171
Acute otitis media,e 59 (4),0.1413,0.4853
Acute otitis media,e 56 (6),0.1414,0.4696
Acute otitis media,e 59 (1),0.1427,0.5038
Acute otitis media,e 58 (9),0.201,0.4141
Acute otitis media,e 58 (8),0.1971,0.515
Acute otitis media,e 58 (10),0.2017,0.4175
Acute otitis media,e 56 (3),0.1398,0.4716
Acute otitis media,e 56 (8),0.1412,0.5473
Acute otitis media,e 56 (9),0.1458,0.5211
Acute otitis media,e 59 (5),0.1411,0.464
Acute otitis media,e 58 (6),0.1991,0.4249
Acute otitis media,e 209,0.498,4.1077
Acute otitis media,e 59 (7),0.1422,0.5638
Acute otitis media,currently being treated or have you recently been treated with an oral antibiotic for an ear infection,0.5435,0.569
Acute otitis media,feel pain - ear(r),0.7976,1.2401
Acute otitis media,feel pain - ear(l),0.7972,1.2389
Acute otitis media,more irritable or has your mood been very unstable,0.5472,0.5769
PSVT,pain,0.6548,20.388
PSVT,e 54 - heavy,0.1322,6.7571
PSVT,feel pain - forehead,0.1927,5.9043
PSVT,feel pain - temple(l),0.1933,2.0817
PSVT,e 56 (4),0.0927,0.4581
PSVT,pain radiate to another location - nowhere,1.0,23.6038
PSVT,e 58 (3),0.0889,0.3954
PSVT,e 59 (3),0.0941,0.4815
PSVT,e 204 - n,0.971,3.0182
PSVT,feel pain - top of the head,0.1932,3.2727
PSVT,feel pain - temple(r),0.1939,2.7333
PSVT,e 56 (7),0.0907,0.5221
PSVT,e 58 (7),0.0923,0.4903
PSVT,e 59 (2),0.0944,0.4978
PSVT,e 54 - a knife stroke,0.1305,9.5684
PSVT,e 54 - sharp,0.1283,10.1932
PSVT,e 56 (5),0.0946,0.4589
PSVT,e 58 (2),0.0929,0.398
PSVT,e 59 (6),0.09,0.4549
PSVT,e 58 (5),0.0978,0.4049
PSVT,e 59 (4),0.0949,0.4853
PSVT,e 58 (4),0.0946,0.3967
PSVT,e 54 - burning,0.2202,7.083
PSVT,e 56 (6),0.0911,0.4696
PSVT,e 54 - tugging,0.1317,4.1004
PSVT,e 54 - a cramp,0.1297,3.7986
PSVT,feel lightheaded and dizzy or do you feel like you are about to faint,0.6883,3.693
PSVT,e 56 (2),0.0953,0.466
PSVT,e 58 (8),0.0913,0.515
PSVT,e 59 (0),0.3452,0.751
PSVT,shortness of breath or difficulty breathing in a significant way,0.5575,10.3715
PSVT,feel slightly dizzy or lightheaded,0.7133,2.5106
PSVT,"feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations",0.9892,5.1248
PSVT,e 54 - haunting,0.1319,3.6621
PSVT,e 56 (3),0.0955,0.4716
PSVT,e 56 (8),0.0949,0.5473
PSVT,e 59 (8),0.0942,0.5129
PSVT,e 54 - tedious,0.1285,5.599
PSVT,e 59 (5),0.0927,0.464
PSVT,feel anxious,0.677,1.7277
PSVT,e 58 (6),0.097,0.4249
PSVT,regularly take stimulant drugs,0.703,2.5202
PSVT,e 54 - a pulse,0.13,1.3706
PSVT,feel pain - back of head,0.191,2.8334
PSVT,e 58 (0),0.3452,0.4857
PSVT,e 59 (7),0.0945,0.5638
PSVT,regularly drink coffee or tea,0.551,0.5851
PSVT,e 213,0.5974,0.6898
PSVT,e 54 - na,0.3452,0.2583
PSVT,feel pain - nowhere,0.3452,0.2583
PSVT,e 56 (0),0.3452,0.2583
PSVT,consume energy drinks regularly,0.5973,0.6896
Croup,fever (either felt or measured with a thermometer),0.5922,9.051
Croup,e 204 - n,0.9634,3.0182
Croup,nasal congestion or a clear runny nose,0.6531,8.0171
Croup,shortness of breath or difficulty breathing in a significant way,0.6589,10.3715
Croup,e 194,0.722,4.5582
Croup,e 190,0.5861,1.687
Croup,e 209,0.5159,4.1077
Croup,e 219,0.6387,1.9713
Croup,person have a whooping cough,0.7227,1.0155
Croup,e 4,0.7794,1.1835
Ebola,fever (either felt or measured with a thermometer),0.4901,9.051
Ebola,sore throat,0.6497,3.3494
Ebola,cough,0.6856,12.413
Ebola,diarrhea or an increase in stool frequency,0.5891,3.4266
Ebola,feel like vomiting,0.5817,5.387
